date,section,lead_paragraph
2018-10-16 16:57:38+00:00,The Upshot,"This Republican-leaning, mostly rural district stretches from the Washington exurbs to the North Carolina border, and the unexpected<a href=""https://www.nytimes.com/2018/05/28/us/politics/tom-garrett-congress-alcoholic.html?module=inline""> </a><a href=""https://www.nytimes.com/2018/05/28/us/politics/tom-garrett-congress-alcoholic.html?module=inline"">retirement</a> of the Republican incumbent leaves the seat open. It’s the home of Charlottesville, the college town that found itself in an unwanted spotlight last year after a right-wing rally turned violent."
2018-11-06 10:00:12+00:00,U.S.,"[See the results for the House of Representatives, the Senate and governors’ races, and read our analysis.]"
2018-11-06 23:14:21+00:00,Briefing,(Want to get this briefing by email? Here’s the sign-up.)
2018-06-05 17:52:10+00:00,U.S.,See full results and maps from the Mississippi primaries.
2018-06-26 16:09:58+00:00,U.S.,See full results and maps from the Utah primaries.
2018-12-12 22:18:04+00:00,U.S.,"LUMBERTON, N.C. — The North Carolina Legislature on Wednesday approved a bill requiring new primary elections if the state elections board calls for a second vote of a congressional election. The measure opens the door for Republicans to consider replacing Mark Harris, their candidate in the disputed race in the Ninth Congressional District."
2018-10-15 17:39:14+00:00,The Upshot,"This traditionally Republican district, which includes wealthy communities like Miami Beach, Key Biscayne and Coral Gables as well as Little Havana in Miami, has been trending Democratic in recent years."
2018-11-07 04:46:41+00:00,U.S.,"Senator Robert Menendez, Democrat of New Jersey, survived a challenge from his Republican opponent, Bob Hugin, and was elected to a third term."
2019-04-25 19:00:06+00:00,Opinion,"In his first letter after receiving the Mueller report, Attorney General William Barr accurately quoted it as saying that “the investigation did not establish” that the Trump campaign “conspired or coordinated with the Russian government in its election interference activities.”"
2018-07-26 03:46:12+00:00,The Upshot,"The Times’s interactive map of precinct results shows that even within partisan strongholds, there are contrary-voting enclaves."
2018-11-01 16:52:13+00:00,The Upshot,The district stretches from Lake Ontario to the Pennsylvania border.
2018-10-20 09:00:07+00:00,New York,"CONCORD, N.H. — The last time that Senator Kirsten Gillibrand was on the ballot for re-election, she poured $8 million into a summer television-advertising spree en route to a landslide victory."
2018-06-24 09:24:03+00:00,World,"What does an election look like when democracy’s very survival is in question? To find out, we came to Turkey, where President Recep Tayyip Erdogan has won a decisive victory after more than 15 years in power."
2018-10-20 12:58:36+00:00,The Upshot,"Illinois’s Sixth is emblematic of a type of district that could decide control of the House: a <a href=""https://www.nytimes.com/2017/12/18/us/politics/house-control-2018-suburbs-trump-republicans-democrats.html"">well-educated suburb</a> that voted for Hillary Clinton but that usually votes Republican and has a strong incumbent against a political newcomer."
2018-09-23 18:21:51+00:00,The Upshot,This relatively urban district is the most liberal-leaning part of a strongly Republican state and where Democrats see their best opportunity in Nebraska. It went for the Republican candidate in the past two presidential elections but chose Barack Obama in 2008.
2018-05-29 19:13:06+00:00,U.S.,california election guide 2018
2018-10-24 16:48:34+00:00,The Upshot,"This race wasn’t supposed to be close; President Trump won the district by 25 points. But in August, Mr. Collins was<a href=""https://www.nytimes.com/2018/08/08/nyregion/chris-collins-insider-trading.html?module=inline""> </a><a href=""https://www.nytimes.com/2018/08/08/nyregion/chris-collins-insider-trading.html?module=inline"">charged with insider trading</a> (he has maintained his innocence), and a recent poll showed him ahead by just three points."
2018-12-06 17:33:13+00:00,U.S.,"ELIZABETHTOWN, N.C. — North Carolina Republicans expressed mounting doubts on Thursday about a disputed congressional race that their candidate once seemed to have won, with one of the state party’s most influential figures saying a new election could be appropriate in the wake of fraud allegations."
2018-05-30 20:25:33+00:00,U.S.,"WASHINGTON — Riding in a motorcade in Lima, Peru, shortly after the 2016 election, President Barack Obama was struggling to understand Donald J. Trump’s victory."
2018-10-18 15:48:43+00:00,The Upshot,"The district, which went for Hillary Clinton in 2016, includes parts of Los Angeles, Orange and San Bernardino counties, including towns like Yorba Linda, Diamond Bar and Hacienda Heights."
2018-04-27 19:20:07+00:00,Opinion,To the Editor:
2018-09-29 15:14:18+00:00,The Upshot,This district is a mixture of Twin City suburb and rural farmland. It is a classic battleground in presidential elections.
2018-09-13 11:00:01+00:00,Movies,"When it comes to the last presidential election, the past is still not over. That much is clear in “American Chaos,” a documentary whose maker caught a whiff of Donald J. Trump’s early momentum and set out to interview some of his supporters in the months before Nov. 8, 2016."
2018-05-21 19:20:11+00:00,Opinion,"CIUDAD GUAYANA, Venezuela — Sunday, 5 a.m. The military has already closed all the streets near voting centers, including mine. This is typical on election day. Also typical on election day is the sound of the military trumpet, the toque de diana, at the break of dawn. I’m looking out the balcony window of my apartment thinking it’ll ring out any second now."
2018-10-16 16:58:06+00:00,The Upshot,The district runs from the inner suburbs of Tampa to Lakeland and other exurbs northeast of Tampa.
2018-11-03 13:31:53+00:00,U.S.,"For the last 25 years, a blue Texas has seemed both inevitable and impossible. Ted Cruz and Beto O’Rourke see that very differently. "
2018-06-26 16:10:03+00:00,U.S.,See full results and maps from the Colorado primaries.
2018-10-01 17:06:48+00:00,The Upshot,"This is a deeply conservative district in the central portion of the state and includes the suburbs and exurbs north of Austin. Heading into this year, this was viewed as a safely Republican district."
2018-10-15 17:39:30+00:00,The Upshot,"This geographically large, mostly rural district encompasses the entire northern part of the state as well as the coast east of Rockland. No incumbent here has lost a race since 1916, according to Ballotpedia."
2018-12-03 22:28:06+00:00,U.S.,"A congressional race in North Carolina that seemed to be settled on election night was reopened last week amid allegations of absentee ballot fraud. The Republican candidate, Mark Harris, has a 905-vote lead over the Democrat, Dan McCready."
2018-10-05 16:21:38+00:00,The Upshot,"The district became more competitive when Democratic Erie County was brought entirely into the district, rather than being split between two districts as it was before."
2018-09-13 10:00:01+00:00,New York,"[Update, Nov. 5: Election Day is Tuesday. Before you vote, get up to speed with 10 of our best reads.]"
2018-11-13 14:52:18+00:00,U.S.,"The 2018 midterm election looked last Tuesday like a serious but not crippling setback for Republicans, yet the picture has grown grimmer for the party since then as a more complete tally of votes has come in across the country."
2018-09-12 09:00:08+00:00,U.S.,"Rhode Island’s primary on Wednesday is the second to last ahead of November’s midterm elections. (New York, on Thursday, has the honor of going last.)"
2018-08-13 09:00:05+00:00,U.S.,Dozens of competitive congressional races have shifted in the direction of Democrats in recent months.
2019-01-04 22:03:39+00:00,World,"Thirteen nations announced on Friday that they would not recognize the legitimacy of the new presidential term of Nicolás Maduro of Venezuela, who is set to be inaugurated next week for a second time."
2018-11-18 21:17:23+00:00,World,"JERUSALEM — Prime Minister Benjamin Netanyahu of Israel made an impassioned attempt on Sunday to salvage his crumbling government, warning his teetering coalition partners that toppling the government at such a complex time for national security would be “irresponsible.”"
