year_type,year,organization_group_code,organization_group,department_code,department,union_code,union,job_family_code,job_family,job_code,job,employee_identifier,salaries,overtime,other_salaries,total_salary,retirement,health_dental,other_benefits,total_benefits,total_compensation
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,24056,53491.8,0.0,7396.49,60888.29,12103.41,11755.49,5032.63,28891.53,89779.82
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,53758,91990.2,25182.68,9802.08,126974.96,19861.89,12424.5,9858.84,42145.23,169120.19
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9102,Transit Car Cleaner,9218,62155.5,2359.6,15674.59,80189.69,16319.36,12500.56,6545.21,35365.13,115554.82
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,18199,50380.71,5172.24,1679.2,57232.15,14577.28,12929.76,4319.29,31826.33,89058.48
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,6559,66311.34,1782.1,4151.21,72244.65,20928.28,13279.93,5305.7,39513.91,111758.56
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,44052,40498.23,0.0,3555.97,44054.2,9355.73,8955.43,3666.62,21977.78,66031.98
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,38516,55517.3,9862.09,8056.57,73435.96,13122.3,12404.77,6006.61,31533.68,104969.64
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,21581,88715.0,49149.81,9248.43,147113.24,19614.94,12663.45,10146.22,42424.61,189537.85
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,7640,62468.82,0.0,1730.51,64199.33,13163.13,12424.5,5243.29,30830.92,95030.25
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,12803,3433.22,0.0,0.0,3433.22,0.0,1231.99,277.09,1509.08,4942.3
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,33710,33126.16,3422.39,870.9,37419.45,9494.88,10496.88,2839.72,22831.48,60250.93
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9131,"Station Agent, Muni Railway",18113,82535.0,25579.74,8364.53,116479.27,17716.28,12424.5,9200.6,39341.38,155820.65
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,10777,52175.1,0.0,1520.0,53695.1,12855.08,12091.55,4321.81,29268.44,82963.54
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,34374,56531.0,0.0,7130.82,63661.82,12386.2,12424.5,5200.24,30010.94,93672.76
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,18316,65232.47,21381.29,1777.19,88390.95,19891.34,13063.32,6916.49,39871.15,128262.1
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,53060,8704.68,0.0,61.31,8765.99,0.0,0.0,693.27,693.27,9459.26
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,15760,68990.05,18951.17,6181.37,94122.59,20586.24,13593.07,7357.2,41536.51,135659.1
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9102,Transit Car Cleaner,30117,26746.08,0.0,1192.18,27938.26,6546.26,6162.5,2382.22,15090.98,43029.24
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8216,Senior Parking Control Officer,17920,74274.1,13019.54,2352.99,89646.63,15626.32,12424.5,7101.47,35152.29,124798.92
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,42029,12398.37,834.13,174.79,13407.29,3012.05,3822.14,1035.05,7869.24,21276.53
Fiscal,2015,1,Public Protection,FIR,Fire Department,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1426,Senior Clerk Typist,41593,61092.83,25261.43,626.4,86980.66,13843.6,12500.56,7043.57,33387.73,120368.39
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,38470,67424.72,7040.78,5963.0,80428.5,21800.33,13502.93,5570.04,40873.3,121301.8
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,8148,0.0,0.0,779.67,779.67,0.0,12.86,68.45,81.31,860.98
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,3624,61789.3,239.52,3069.51,65098.33,17654.31,12169.39,5070.68,34894.38,99992.71
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,11752,66797.96,4622.46,1607.01,73027.43,15591.7,13166.51,5360.93,34119.14,107146.57
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,51187,4844.3,312.23,15.14,5171.67,1340.04,1529.17,400.78,3269.99,8441.66
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,31452,67103.39,26512.05,3300.74,96916.18,17414.65,13631.3,7436.86,38482.81,135398.99
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,14273,8805.98,0.0,67.44,8873.42,0.0,3243.98,686.98,3930.96,12804.38
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9126,Transit Traffic Checker,4412,18529.0,153.8,5788.35,24471.15,4237.38,3345.06,1947.89,9530.33,34001.48
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,7045,38905.88,4887.8,939.96,44733.64,11140.35,12358.79,3401.43,26900.57,71634.21
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,45468,42687.46,13140.96,499.43,56327.85,12788.83,8511.46,4369.63,25669.92,81997.77
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,351,Municipal Executive Association - Miscellaneous,9100,Street Transit,9183,"Deputy Dir I, MTA",36557,178227.53,0.0,0.0,178227.53,35786.54,12424.5,17978.95,66189.99,244417.52
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,900,66079.5,16192.79,555.04,82827.33,16630.31,13232.75,6342.99,36206.05,119033.38
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,32080,0.0,0.0,16501.89,16501.89,0.0,0.0,1262.4,1262.4,17764.29
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1404,Clerk,18547,51233.97,11196.31,2581.75,65012.03,13218.33,11961.44,5340.23,30520.0,95532.03
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,14958,67742.08,33655.85,8746.35,110144.28,22728.39,13567.6,8399.35,44695.34,154839.62
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,12859,60126.93,12170.18,2764.1,75061.21,17083.99,11842.1,5819.15,34745.24,109806.45
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,24474,93766.5,2394.71,9719.17,105880.38,20497.37,12663.43,8308.97,41469.77,147350.15
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,37370,51600.45,21247.48,2974.16,75822.09,16179.91,10343.19,5721.35,32244.45,108066.54
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,1591,44293.87,9783.29,1831.24,55908.4,13056.23,8792.19,4163.47,26011.89,81920.29
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,18738,66636.28,36558.92,564.59,103759.79,19948.6,13345.13,7894.97,41188.7,144948.49
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,9605,31927.7,0.0,2211.63,34139.33,2103.14,8506.0,2621.33,13230.47,47369.8
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,7437,76512.01,882.0,3752.84,81146.85,17906.95,12452.65,6686.85,37046.45,118193.3
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9131,"Station Agent, Muni Railway",17998,82535.01,23242.56,9084.05,114861.62,17812.88,12424.5,9365.84,39603.22,154464.84
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,3424,68163.95,14812.4,1380.2,84356.55,20649.91,13652.43,6542.74,40845.08,125201.63
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,7166,49823.61,9360.06,2354.63,61538.3,12133.26,12424.5,4829.54,29387.3,90925.6
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",1400,"Clerical, Secretarial & Steno",1428,Unit Clerk,22000,34278.05,313.32,449.35,35040.72,2339.8,7940.03,2762.31,13042.14,48082.86
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,2190,52617.78,240.06,283.76,53141.6,10810.27,10462.39,4169.6,25442.26,78583.86
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,12971,66704.55,11294.29,561.65,78560.49,18428.93,13146.62,6046.5,37622.05,116182.54
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,49444,26263.54,3812.5,868.39,30944.43,7565.12,8309.21,2306.62,18180.95,49125.38
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,33375,7486.73,484.07,79.53,8050.33,2137.99,2368.64,606.41,5113.04,13163.37
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,48328,8669.29,0.0,61.31,8730.6,2236.7,0.0,689.71,2926.41,11657.01
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,7193,70093.78,34987.32,1720.52,106801.62,21329.38,14039.36,8306.77,43675.51,150477.13
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,36476,66740.57,11431.92,2383.18,80555.67,20524.14,13367.63,6159.45,40051.22,120606.89
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9131,"Station Agent, Muni Railway",38869,66281.01,9726.03,3643.89,79650.93,13769.72,10990.9,6512.41,31273.03,110923.96
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,44634,67523.78,8252.86,1934.14,77710.78,19013.12,13304.61,6019.11,38336.84,116047.62
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,784,67013.65,4860.4,4427.99,76302.04,19532.01,13202.59,5943.47,38678.07,114980.11
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9150,Train Controller,33015,47592.0,16696.77,7422.41,71711.18,9605.25,5734.39,5565.25,20904.89,92616.07
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,20636,63076.33,6811.59,1600.0,71487.92,13303.22,11951.12,5571.86,30826.2,102314.12
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,9140,3639.48,924.7,270.62,4834.8,1032.54,1148.85,353.65,2535.04,7369.84
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,27742,59678.94,10481.29,3705.83,73866.06,14056.81,12248.2,5685.53,31990.54,105856.6
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9160,Transit Operations Specialist,19574,32877.0,1841.29,3413.75,38132.04,6400.82,4300.78,3052.51,13754.11,51886.15
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1424,Clerk Typist,49146,25812.02,0.0,288.0,26100.02,6733.8,5734.39,2058.56,14526.75,40626.77
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,351,Municipal Executive Association - Miscellaneous,9100,Street Transit,9181,"Manager VII, MTA",10169,91358.62,0.0,0.0,91358.62,17322.97,6929.04,15762.87,40014.88,131373.5
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,8394,3972.11,0.0,27.63,3999.74,0.0,1101.58,309.67,1411.25,5410.99
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,42915,43499.91,3440.2,1870.27,48810.38,11791.67,13240.94,3700.32,28732.93,77543.31
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,23631,68422.97,30711.87,4795.1,103929.94,18116.11,13702.9,7954.98,39773.99,143703.93
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,29490,64724.78,4480.26,1298.5,70503.54,18055.48,12754.05,5453.75,36263.28,106766.82
